Domain;Fluent;Mean;StdDev;Variance;Entropy
PowerGen;prevProd;5.539714725062081;5.318276524743475;28.284065193637538;4.416897589984664
PowerGen;prevOn;0.6667543316831683;0.7452775732448492;0.5554386611817316;-inf
PowerGen;temperature;23.798037554517308;12.708267339546389;161.50005877338145;-inf
PowerGen;prevProd___p1;2.8833970586354956;1.8654001340854356;3.479717660245961;4.416897589984664
PowerGen;prevProd___p2;2.8848552939211216;1.8670946639581687;3.4860424841810667;4.416897589984665
PowerGen;prevProd___p3;9.807547950908738;5.982062758734435;35.78507484943744;4.416897589984664
PowerGen;prevProd___p4;9.783832937821568;5.966526538620365;35.59943893606111;4.416897589984664
PowerGen;prevProd___p5;2.338940384023481;1.5791939920115878;2.4938536644054947;4.416897589984664
PowerGen;prevOn___p1;0.6505259900990099;0.7594839933834701;0.5768159362057027;-inf
PowerGen;prevOn___p2;0.6500618811881188;0.759881274033098;0.5774195506261641;-inf
PowerGen;prevOn___p3;0.7836478960396039;0.6212052599847349;0.38589597503270207;-inf
PowerGen;prevOn___p4;0.7825649752475248;0.6225689194907187;0.38759205951584097;-inf
PowerGen;prevOn___p5;0.4669709158415842;0.8842726750036282;0.7819381637580721;-inf
PowerGen;temperature;23.798037554517308;12.708267339546389;161.50005877338145;-inf
Domain;Fluent;Mean;StdDev;Variance;Entropy
PowerGen;prevProd;5.551327456866957;5.311770010872414;28.214900648403525;4.416897589984664
PowerGen;prevOn;0.6731435643564356;0.7395118266569598;0.5468777417655133;-inf
PowerGen;temperature;22.784669761480927;13.699321405612167;187.67140697426373;-inf
PowerGen;prevProd___p1;2.8894735343068123;1.8693389551670425;3.49442812930501;4.416897589984663
PowerGen;prevProd___p2;2.8923971084694986;1.8575297764396181;3.450416870359818;4.416897589984663
PowerGen;prevProd___p3;9.852030216136875;5.973483950426035;35.68251050599743;4.416897589984664
PowerGen;prevProd___p4;9.756340148237088;5.960864547103226;35.53190614891215;4.416897589984664
PowerGen;prevProd___p5;2.366396277184515;1.5613782716805655;2.43790210727619;4.416897589984664
PowerGen;prevOn___p1;0.6495977722772277;0.7602780637717118;0.5780227342524631;-inf
PowerGen;prevOn___p2;0.6556311881188119;0.7550812838138125;0.5701477451659152;-inf
PowerGen;prevOn___p3;0.7888304455445545;0.6146108754179181;0.37774652818197973;-inf
PowerGen;prevOn___p4;0.7824102722772277;0.622763330515754;0.38783416583507435;-inf
PowerGen;prevOn___p5;0.4892481435643564;0.8721446290718248;0.7606362540188307;-inf
PowerGen;temperature;22.784669761480927;13.699321405612167;187.67140697426373;-inf
