Domain;Fluent;Mean;StdDev;Variance;Entropy
HVAC;temp-zone;6.83278591952686;2.276833570606309;5.183971108239875;4.555075807836037
HVAC;temp-heater;3.8272454469752852;1.5960099810679975;2.54724785966867;4.485723867692038
HVAC;occupied;0.5676206683168317;0.8232902142619899;0.6778067768995533;-inf
HVAC;temp-zone___z1;8.45760495629491;1.6626179694020953;2.7642985121787467;4.59744906113755
HVAC;temp-zone___z2;3.7464088079708753;0.02599393846645299;0.0006756848369977443;4.615094515793555
HVAC;temp-zone___z3;6.886578127704345;0.2803898994705327;0.07861849572509544;4.6135627632889005
HVAC;temp-zone___z4;9.28416177079665;1.8825574185290206;3.54402243405865;4.596248142815861
HVAC;temp-zone___z5;5.789175934867524;0.5149959917216891;0.2652208714894061;4.609012621136342
HVAC;temp-heater___h1;4.0984764644611715;0.6821398090145014;0.46531471904234056;4.596820603166801
HVAC;temp-heater___h2;4.203770002820075;0.5276527984891061;0.27841747575338516;4.602111317911096
HVAC;temp-heater___h3;4.763468826844064;1.3016645537843499;1.6943306105786107;4.580491763070184
HVAC;temp-heater___h4;1.2982014348200257;0.29186634973960096;0.08518596611031908;4.5792469049348234
HVAC;temp-heater___h5;4.772310505931089;1.3534872451440843;1.8319277227677224;4.578156796757647
HVAC;occupied___z1;1.0;0.0;0.0;4.571448319213422
HVAC;occupied___z2;-0.07742883663366337;0.9969978812703453;0.9940047752575576;-inf
HVAC;occupied___z3;-0.08446782178217822;0.9964262075454329;0.992865187083374;-inf
HVAC;occupied___z4;1.0;0.0;0.0;4.571448319213422
HVAC;occupied___z5;1.0;0.0;0.0;4.571448319213422
Domain;Fluent;Mean;StdDev;Variance;Entropy
HVAC;temp-zone;6.832786956604985;2.2768232248579;5.183923997252328;4.555037403174122
HVAC;temp-heater;3.828567741953489;1.5967234424023262;2.549525751517135;4.485787447258909
HVAC;occupied;0.5333075495049505;0.8459214252169198;0.7155830576410249;-inf
HVAC;temp-zone___z1;8.457421454426521;1.662428585972446;2.7636688034583456;4.5973645216531045
HVAC;temp-zone___z2;3.7466560915403235;0.02593661016416043;0.0006727077468076301;4.615093039198186
HVAC;temp-zone___z3;6.886440433556245;0.2803533356669344;0.07859799281957677;4.613563135765185
HVAC;temp-zone___z4;9.284548953163016;1.882602080887648;3.5441905949625023;4.596256528926436
HVAC;temp-zone___z5;5.788867850338824;0.5148458368046507;0.265066235675081;4.609015489307821
HVAC;temp-heater___h1;4.107535574122636;0.6769903046944578;0.4583158726502947;4.597595525059287
HVAC;temp-heater___h2;4.195749577260646;0.5290930099579784;0.2799394131863934;4.6020477463215945
HVAC;temp-heater___h3;4.770798395203449;1.2966218244657342;1.681228155680849;4.5796235069791535
HVAC;temp-heater___h4;1.2968618301180646;0.28898744839649726;0.08351374533071816;4.5775584936331715
HVAC;temp-heater___h5;4.771893333062647;1.3582302530811938;1.844789420385004;4.577941279571468
HVAC;occupied___z1;1.0;0.0;0.0;4.571448319213422
HVAC;occupied___z2;-0.19299195544554457;0.9812003389386416;0.9627541051333052;-inf
HVAC;occupied___z3;-0.14047029702970298;0.9900848931543127;0.9802680956523868;-inf
HVAC;occupied___z4;1.0;0.0;0.0;4.571448319213422
HVAC;occupied___z5;1.0;0.0;0.0;4.571448319213422
