Domain;Fluent;Mean;StdDev;Variance;Entropy
Reservoir;rlevel;15.154304502286035;25.981813379058252;675.0546264642104;4.416897589984663
Reservoir;rlevel___t1;5.6662640577542005;18.325742987752374;335.83285605315535;4.416897589984665
Reservoir;rlevel___t2;9.851003068747296;34.72028087129768;1205.4979037817998;4.416949828869461
Reservoir;rlevel___t3;25.42786869877505;24.18260515815124;584.798392235043;4.4326309455090485
Reservoir;rlevel___t4;11.955013511412776;28.170581610931187;793.5816682981343;4.420090737935062
Reservoir;rlevel___t5;9.504326309818214;16.889306727542383;285.2486817370084;4.419484913856547
Reservoir;rlevel___t6;3.6967438409154467;2.9230974945120134;8.54449896242241;4.416897589984664
Reservoir;rlevel___t7;23.964286328711342;24.052347768287405;578.51543316664;4.445236112393176
Reservoir;rlevel___t8;4.943780929238409;5.0846037948651475;25.853195750757056;4.417233856322437
Reservoir;rlevel___t9;4.968711340803778;12.364068170244979;152.87018171846503;4.416897589984663
Reservoir;rlevel___t10;51.56504693668385;27.772593635554188;771.316957245625;4.462139294455085
