Domain;Fluent;Mean;StdDev;Variance;Entropy
UAV;pos-x;-0.028845261569648978;0.8253859230786809;0.6812619220164461;-inf
UAV;pos-y;0.022123132300935305;0.8131880940221006;0.6612748762592966;-inf
UAV;pos-z;0.02973262463770653;0.8137381455547219;0.6621697695308378;-inf
UAV;theta;-0.00857401822253455;0.8245963018481338;0.6799590610216186;-inf
UAV;phi;-0.003077571453969164;0.8050716301107388;0.6481403296091622;-inf
UAV;psi;-6.599903378181569;211.4610230034041;44715.76424964621;-inf
UAV;vel;0.8019244243917012;0.8028845766266337;0.6446236433849288;4.416897589984664
UAV;pos-x___a1;0.03942934888732789;0.07857417452370363;0.006173900902081438;-inf
UAV;pos-x___a2;0.011581761917447277;1.0178295618036173;1.0359770168813436;-inf
UAV;pos-x___a3;-0.13754689551372207;0.9917272994037843;0.9835230363827234;-inf
UAV;pos-y___a1;0.0004707772511044999;0.06860247246419894;0.004706299228201173;-inf
UAV;pos-y___a2;-0.060122406910287286;0.9906199278835378;0.9813278415199856;-inf
UAV;pos-y___a3;0.12602102656198869;0.9898295622977085;0.979762562398473;-inf
UAV;pos-z___a1;-0.0010756025366967644;0.027551633811093837;0.0007590925256606092;-inf
UAV;pos-z___a2;0.03736145810430118;0.9743622883454267;0.9493818689497365;-inf
UAV;pos-z___a3;0.052912018345515156;1.017262855344067;1.0348237168627643;-inf
UAV;theta___a1;-0.0014305660971994417;0.17084598198754844;0.029188349561289722;-inf
UAV;theta___a2;-0.019582221437687657;1.028594360511811;1.0580063584767017;-inf
UAV;theta___a3;-0.004709267132716524;0.9759586719116672;0.9524953292795851;-inf
UAV;phi___a1;0.009171841982045235;0.18359978498244522;0.033708881045600124;-inf
UAV;phi___a2;0.03353105596636225;0.9856851966162306;0.9715753068283771;-inf
UAV;phi___a3;-0.051935612310314995;0.9670881309715584;0.9352594530660622;-inf
UAV;psi___a1;-19.838212118461957;365.8994991254317;133882.4434602418;-inf
UAV;psi___a2;0.0713356495492705;0.9783122880112841;0.9570949328738737;-inf
UAV;psi___a3;-0.03283366563201961;1.003763262119897;1.007540686381577;-inf
UAV;vel___a1;0.15388151836104522;0.13199912541598627;0.01742376911058527;4.416897589984663
UAV;vel___a2;1.0968549652479047;0.8005529007851332;0.6408849469554914;4.416897589984664
UAV;vel___a3;1.1550367895661535;0.802452640137238;0.6439302396632236;4.416897589984664
