Domain;Fluent;Mean;StdDev;Variance;Entropy
HVAC;temp-zone;6.832854032305579;2.276780462616819;5.183729274953657;4.55497381510152
HVAC;temp-heater;3.828606369735573;1.5962253468031236;2.547935357776752;4.485812956456056
HVAC;occupied;0.5588954207920792;0.8292381495189695;0.6876359086176447;-inf
HVAC;temp-zone___z1;8.45794430043623;1.6624262199272821;2.763660936701712;4.597438548061793
HVAC;temp-zone___z2;3.746445440852609;0.026035814223770364;0.0006778636222946831;4.615091572841571
HVAC;temp-zone___z3;6.886164601186303;0.2801603891796067;0.07848984366526868;4.613561689804962
HVAC;temp-zone___z4;9.283997626735458;1.8827335150032976;3.5446854885166723;4.596252952062488
HVAC;temp-zone___z5;5.789718192317289;0.5149917973692377;0.26521655135759803;4.609012290256068
HVAC;temp-heater___h1;4.10490675739359;0.6760124671890604;0.45699285579504045;4.595750247517823
HVAC;temp-heater___h2;4.204635672772926;0.5241133430468446;0.2746947963597395;4.602192942521685
HVAC;temp-heater___h3;4.767542926651454;1.3000749496341262;1.6901948746661755;4.578641580645701
HVAC;temp-heater___h4;1.2963759075367423;0.29012396257341333;0.08417191365929934;4.580116721339419
HVAC;temp-heater___h5;4.769570584323152;1.3552401199439177;1.8366757827056044;4.578068109830838
HVAC;occupied___z1;1.0;0.0;0.0;4.571448319213422
HVAC;occupied___z2;-0.13474628712871287;0.9908801330660669;0.9818434381050264;-inf
HVAC;occupied___z3;-0.07077660891089109;0.9974921912632072;0.9949906716310748;-inf
HVAC;occupied___z4;1.0;0.0;0.0;4.571448319213422
HVAC;occupied___z5;1.0;0.0;0.0;4.571448319213422
