Domain;Fluent;Mean;StdDev;Variance;Entropy
Reservoir;rlevel;15.204742166914953;26.025544699644712;677.3289769132049;4.416897589984664
Reservoir;rlevel___t1;5.74972049710125;18.503141757624196;342.36625490273616;4.416897589984664
Reservoir;rlevel___t2;10.047958379261358;35.36622870904947;1250.7701331007952;4.417049840036796
Reservoir;rlevel___t3;25.48276980931963;23.957601165212036;573.9666535913692;4.431252733625679
Reservoir;rlevel___t4;11.936301853066624;27.775544592151583;771.480877390601;4.420320290866518
Reservoir;rlevel___t5;9.426647173806282;16.536176424381424;273.44513073826795;4.420140713053399
Reservoir;rlevel___t6;3.6724940177824874;2.9147760308830426;8.495919310210303;4.416897589984664
Reservoir;rlevel___t7;23.89078017809475;23.88573458843012;570.528316828927;4.447283027919726
Reservoir;rlevel___t8;4.971681788426059;5.1848559078968295;26.882730785652655;4.417209298970854
Reservoir;rlevel___t9;5.018993561687108;12.554054589320552;157.60428663164043;4.416897589984664
Reservoir;rlevel___t10;51.85007441060401;27.789697689541274;772.2672976760956;4.471823385211476
