Domain;Fluent;Mean;StdDev;Variance;Entropy
PowerGen;prevProd;5.547438068625917;5.328144425755548;28.389123021709917;4.416897589984664
PowerGen;prevOn;0.66875;0.7434873485809965;0.5527734375000002;-inf
PowerGen;temperature;22.94436684310571;12.927613509367589;167.1231910475834;-inf
PowerGen;prevProd___p1;2.895344233434188;1.8707680221501248;3.4997729926994903;4.416897589984664
PowerGen;prevProd___p2;2.9038768165876747;1.8638004147192486;3.4737519859076436;4.416897589984663
PowerGen;prevProd___p3;9.788699028302979;5.989929261501912;35.87925255779684;4.416897589984664
PowerGen;prevProd___p4;9.798346513437437;6.02703877508926;36.32519639642945;4.416897589984664
PowerGen;prevProd___p5;2.3509237513673082;1.5714332493256633;2.469402457086212;4.416897589984664
PowerGen;prevOn___p1;0.6539294554455446;0.7565555282335155;0.5723762673006937;-inf
PowerGen;prevOn___p2;0.6533106435643564;0.757089957010081;0.5731852030055263;-inf
PowerGen;prevOn___p3;0.7844214108910891;0.6202282242333327;0.3846830501356332;-inf
PowerGen;prevOn___p4;0.7747524752475248;0.6322646614336701;0.3997586020978335;-inf
PowerGen;prevOn___p5;0.47733601485148514;0.8787208481228282;0.7721503289257027;-inf
PowerGen;temperature;22.94436684310571;12.927613509367589;167.1231910475834;-inf
