Domain;Fluent;Mean;StdDev;Variance;Entropy
Reservoir;rlevel;9.241266672072307;27.310503487304086;745.8636007300487;4.416897589984664
Reservoir;rlevel___t1;5.359681207702441;21.364846184967046;456.45665250730093;4.416897589984663
Reservoir;rlevel___t2;3.181661061060919;5.919667556073274;35.042463974426525;4.416897589984664
Reservoir;rlevel___t3;11.878195856042264;31.6520953793552;1001.8551419037987;4.41872606682248
Reservoir;rlevel___t4;22.646977180616584;43.88515075103191;1925.9064564407963;4.42506418277758
Reservoir;rlevel___t5;3.1398180549393238;5.863242955739768;34.37761795803201;4.416897589984663
Domain;Fluent;Mean;StdDev;Variance;Entropy
Reservoir;rlevel;9.235165761081678;27.255438578022577;742.8589320803613;4.416897589984664
Reservoir;rlevel___t1;5.378249170959427;21.492855113600292;461.94282093421424;4.416897589984664
Reservoir;rlevel___t2;3.195379415424675;5.937230559144557;35.250706712439985;4.416897589984663
Reservoir;rlevel___t3;11.869861984394706;31.632254361932148;1000.5995160179754;4.418125354839218
Reservoir;rlevel___t4;22.6031519733419;43.67488724153613;1907.4957755608957;4.424800628678373
Reservoir;rlevel___t5;3.1291862612876837;5.892652312813987;34.72335127971203;4.416897589984663
